회사명,종목코드,티커,시장구분,업종,주요제품,상장일,결산월,대표자,홈페이지,주소지,alias
네패스,33640,033640.KQ,KOSDAQ,반도체 제조업,반도체및TFT-LCD용현상액,1999-12-14,12월,"이병구, 이창우(각자 대표이사)",http://www.nepes.co.kr,충청북도,네패스
네패스아크,330860,330860.KQ,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,2020-11-17,12월,"이창우, 이병구(각자 대표이사)",http://www.nepesark.co.kr,충청북도,네패스아크
넥센,5720,005720.KS,KOSPI,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 문성희",http://www.nexencorp.co.kr,경상남도,넥센
넥센타이어,2350,002350.KS,KOSPI,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,12월,대표이사 회 장 강병중 대표이사 부회장 강호찬 대표이사 사 장 김현석,http://www.nexentire.com,경상남도,넥센타이어
넥스턴바이오,89140,089140.KQ,KOSDAQ,특수 목적용 기계 제조업,CNC자동선반,2006-11-01,12월,이주한,http://www.nexturn.co.kr,경기도,넥스턴바이오
넥스트바이오메디컬,389650,389650.KQ,KOSDAQ,의료용 기기 제조업,"내시경용 지혈재, 혈관색전 미립구",2024-08-20,12월,이돈행,http://www.nextbiomedical.co.kr,인천광역시,넥스트바이오메디컬
넥스트아이,137940,137940.KQ,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등",2011-06-14,12월,진광(Chen Guang),https://www.nexteye.com,경기도,넥스트아이
넥스트칩,396270,396270.KQ,KOSDAQ,반도체 제조업,"차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)",2022-07-01,12월,김경수,http://www.nextchip.com,경기도,넥스트칩
넥스틴,348210,348210.KQ,KOSDAQ GLOBAL,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도,넥스틴
넥스틸,92790,092790.KS,KOSPI,1차 철강 제조업,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",2023-08-21,12월,홍성만,http://www.nexteel.co.kr,경상북도,넥스틸
넥슨게임즈,225570,225570.KQ,KOSDAQ,소프트웨어 개발 및 공급업,온라인 및 모바일 게임,2015-09-25,12월,박용현,http://nexongames.co.kr,서울특별시,넥슨게임즈
넥써쓰,205500,205500.KQ,KOSDAQ,소프트웨어 개발 및 공급업,모바일게임,2014-11-12,12월,장현국,http://www.action2quare.com,서울특별시,넥써쓰
넵튠,217270,217270.KQ,KOSDAQ,소프트웨어 개발 및 공급업,모바일게임,2015-06-18,12월,"정욱, 강율빈(각자 대표이사)",http://www.neptunegames.co.kr,서울특별시,넵튠
넷마블,251270,251270.KS,KOSPI,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,김병규,http://company.netmarble.com,서울특별시,넷마블
노드메이슨,317860,317860.KQ,KONEX,기타 화학제품 제조업,헉슬리/Huxley 화장품(스킨케어 스페셜/스킨케어베이직),2019-12-06,12월,구자풍,http://www.huxley.co.kr,서울특별시,노드메이슨
노랑풍선,104620,104620.KQ,KOSDAQ,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",2019-01-30,12월,김진국,http://www.ybtour.com,서울특별시,노랑풍선
노루페인트,90350,090350.KS,KOSPI,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,이수민,http://www.noroopaint.com,경기도,노루페인트
노루홀딩스,320,000320.KS,KOSPI,기타 금융업,지주사업,1973-08-10,12월,"한영재,김용기",http://www.norooholdings.co.kr,경기도,노루홀딩스
노머스,473980,473980.KQ,KOSDAQ,창작 및 예술관련 서비스업,"공연기획 및 MD, Fromm 플랫폼",2024-11-12,12월,김영준,http://knowmerce.com,서울특별시,노머스
노바렉스,194700,194700.KQ,KOSDAQ,기타 식품 제조업,건강기능식품 제조,2018-11-14,12월,권석형,http://www.novarex.co.kr,충청북도,노바렉스
노바텍,285490,285490.KQ,KOSDAQ,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,12월,오춘택,http://www.mynovatech.com,경기도,노바텍
노보믹스,283100,283100.KQ,KONEX,자연과학 및 공학 연구개발업,위암 예후예측 진단키트,2023-04-19,12월,허용민,http://novomics.com,서울특별시,노보믹스
노브랜드,145170,145170.KQ,KOSDAQ,편조의복 제조업,"Knit, Woven 의류",2024-05-23,12월,김기홍,http://www.nobland.com,서울특별시,노브랜드
노브메타파마,229500,229500.KQ,KONEX,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔,2015-10-28,12월,"황선욱, 정회윤 (각자 대표)",http://www.novmeta.com,서울특별시,노브메타파마
노블엠앤비,106520,106520.KQ,KOSDAQ,사진장비 및 광학기기 제조업,차량용 카메라렌즈 및 프로젝션광학모듈렌즈,2012-07-13,12월,신봉석,http://www.noblemnb.co.kr,경기도,노블엠앤비
노을,376930,376930.KQ,KOSDAQ,의료용 기기 제조업,융복합 체외진단 플랫폼,2022-03-03,12월,임찬양(단독 대표이사),http://noul.com,경기도,노을
녹십자,6280,006280.KS,KOSPI,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.gccorp.com,경기도,녹십자
녹십자엠에스,142280,142280.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액",2014-12-17,12월,김연근,http://www.greencrossms.com,경기도,녹십자엠에스
녹십자웰빙,234690,234690.KQ,KOSDAQ,의약품 제조업,"전문의약품, 건강기능식품",2019-10-14,12월,김상현,http://www.greencrosswb.com,서울특별시,녹십자웰빙
녹십자홀딩스,5250,005250.KS,KOSPI,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.gccorp.com,경기도,녹십자홀딩스
농심,4370,004370.KS,KOSPI,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,이병학,http://www.nongshim.com,서울특별시,농심
농심홀딩스,72710,072710.KS,KOSPI,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,박준,http://www.nongshimholdings.com,서울특별시,농심홀딩스
농우바이오,54050,054050.KQ,KOSDAQ,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,양현구,http://www.nongwoobio.co.kr,경기도,농우바이오
누리플랜,69140,069140.KQ,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설",2010-10-26,12월,이형기,http://www.nuriplan.com,경기도,누리플랜
누리플렉스,40160,040160.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW",2000-08-29,12월,한정훈,http://www.nuriflex.co.kr,서울특별시,누리플렉스
누보,332290,332290.KQ,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병,2019-10-11,12월,"김창균, 이경원",http://www.nousbo.com,경기도,누보
뉴로메카,348340,348340.KQ,KOSDAQ,특수 목적용 기계 제조업,"협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등",2022-11-04,12월,박종훈,http://www.neuromeka.com,서울특별시,뉴로메카
뉴보텍,60260,060260.KQ,KOSDAQ,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",2002-02-05,12월,황문기,http://www.nuvotec.co.kr,강원특별자치도,뉴보텍
뉴온,123840,123840.KQ,KOSDAQ,특수 목적용 기계 제조업,진공장비,2010-10-05,12월,"이청균, 최봉근",http://www.vacuum-coater.com,인천광역시,뉴온
뉴인텍,12340,012340.KQ,KOSDAQ,자동차 신품 부품 제조업,친환경 차량용 커패시터,1997-02-12,12월,장기수,http://www.nuin.co.kr,충청남도,뉴인텍
뉴트리,270870,270870.KQ,KOSDAQ,기타 식품 제조업,"에버콜라겐, 지노마스터 등",2018-12-13,12월,김도언,http://www.newtree.co.kr,서울특별시,뉴트리
뉴파워프라즈마,144960,144960.KQ,KOSDAQ,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),2016-11-30,12월,양재영,http://newpower.co.kr,경기도,뉴파워프라즈마
뉴프렉스,85670,085670.KQ,KOSDAQ,전자부품 제조업,연성인쇄회로기판,2006-01-17,12월,"임우현, 임시연 (각자대표)",http://www.newflex.co.kr,경기도,뉴프렉스
다날,64260,064260.KQ,KOSDAQ,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,2004-07-23,12월,백현숙,http://www.danal.co.kr,경기도,다날
다보링크,340360,340360.KQ,KOSDAQ,통신 및 방송 장비 제조업,"AP, APController 외",2019-12-19,12월,임상현,http://www.davolink.co.kr,경기도,다보링크
다산네트웍스,39560,039560.KQ,KOSDAQ,통신 및 방송 장비 제조업,네트워크 통신장비,2000-06-22,12월,남민우,http://www.dasannetworks.com,경기도,다산네트웍스
다산솔루에타,154040,154040.KQ,KOSDAQ,전자부품 제조업,전자파 차폐소재,2013-12-27,12월,안상헌,http://www.solueta.com,경기도,다산솔루에타
다스코,58730,058730.KS,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,"한상원, 한남철",http://www.dasco.kr,전라남도,다스코
다올투자증권,30210,030210.KS,KOSPI,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19,12월,"이병철, 황준호 (각자 대표이사)",http://www.daolsecurities.com,서울특별시,다올투자증권
다우기술,23590,023590.KS,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도,다우기술
다우데이타,32190,032190.KQ,KOSDAQ,기계장비 및 관련 물품 도매업,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",1999-12-21,12월,김상준,http://www.daoudata.co.kr,서울특별시,다우데이타
다원넥스뷰,323350,323350.KQ,KOSDAQ,사진장비 및 광학기기 제조업,LSMB(Laser Micro Bonding System),2024-06-11,12월,남기중,http://www.nexview.co.kr,경기도,다원넥스뷰
다원시스,68240,068240.KQ,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",2010-09-14,12월,박선순,http://www.dawonsys.com,경기도,다원시스
다이나믹디자인,145210,145210.KS,KOSPI,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비",2015-03-19,12월,황 응 연,http://www.saehwaimc.com,광주광역시,다이나믹디자인
닷밀,464580,464580.KQ,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","실감미디어 콘텐츠 및 시설 구축, 전시 및 테마파크 운영",2024-11-13,12월,정해운,https://dot-mill.com,서울특별시,닷밀
대교,19680,019680.KS,KOSPI,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,강호준,http://www.daekyo.co.kr,서울특별시,대교
대구백화점,6370,006370.KS,KOSPI,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,http://www.debec.co.kr,대구광역시,대구백화점
대덕,8060,008060.KS,KOSPI,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도,대덕
대덕전자,353200,353200.KS,KOSPI,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,신영환,http://www.daeduck.com,경기도,대덕전자
대동,490,000490.KS,KOSPI,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27,12월,"김준식, 원유현",http://www.daedong.co.kr,대구광역시,대동
대동고려삼,178600,178600.KQ,KONEX,기타 식품 제조업,"인삼식품(홍삼진액, 홍삼정)",2013-12-20,06월,최 성 근,http://www.ddkorea.co.kr,충청남도,대동고려삼
대동금속,20400,020400.KQ,KOSDAQ,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외",1993-07-30,12월,"이풍우, 김준식",http://www.daedongmetals.co.kr,대구광역시,대동금속
대동기어,8830,008830.KQ,KOSDAQ,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품",1991-05-17,12월,"서종환, 김준식",http://www.daedonggear.com,경상남도,대동기어
대동스틸,48470,048470.KQ,KOSDAQ,기타 전문 도매업,"열연박판, 후판, 무늬강판 외",2002-01-10,12월,임형기 임주희(각자대표이사),http://WWW.DAEDONGSTEEL.CO.KR,인천광역시,대동스틸
대동전자,8110,008110.KS,KOSPI,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,http://www.daidong.com,서울특별시,대동전자
대륙제관,4780,004780.KQ,KOSDAQ,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,1994-12-29,12월,"박봉국, 박봉준 (각자대표이사)",http://www.drcc.co.kr,서울특별시,대륙제관
대림바스,5750,005750.KS,KOSPI,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도,대림바스
대림제지,17650,017650.KQ,KOSDAQ,기타 종이 및 판지 제품 제조업,골판지원지,1994-11-07,12월,류 창 승,http://www.daelimpaper.co.kr,경기도,대림제지
대림통상,6570,006570.KS,KOSPI,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",1975-11-20,12월,"고은희, 손병국",http://www.dlt.co.kr,서울특별시,대림통상
대명소노시즌,7720,007720.KQ,KOSDAQ,상품 종합 도매업,기업소모성자재 구매대행업,1994-01-06,12월,권광수,http://sonoseason.com,강원특별자치도,대명소노시즌
대명에너지,389260,389260.KQ,KOSDAQ,건물 건설업,신재생에너지 발전 공사 및 용역,2022-05-16,12월,서종현,http://www.daemyoung-eng.com,서울특별시,대명에너지
대모,317850,317850.KQ,KOSDAQ,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",2019-07-24,12월,이원해,http://www.daemo.co.kr,경기도,대모
대보마그네틱,290670,290670.KQ,KOSDAQ,기타 전기장비 제조업,"전자석탈철기, 자력선별기",2018-11-06,12월,이준각,http://www.daebo.com,경기도,대보마그네틱
대봉엘에스,78140,078140.KQ,KOSDAQ,의약품 제조업,"원료의약품,화장품원료",2005-12-23,12월,"박종호, 박진오",http://www.daebongls.co.kr,인천광역시,대봉엘에스
대산F&B,65150,065150.KQ,KOSDAQ,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등",2007-07-18,12월,김상욱,http://daesanfnb.co.kr,대전광역시,"대산f&b, 대산F&B"
대상,1680,001680.KS,KOSPI,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01,12월,임정배,http://www.daesang.co.kr,서울특별시,대상
대상홀딩스,84690,084690.KS,KOSPI,기타 금융업,지주회사,2005-08-17,12월,"임창욱, 최성수 각자대표이사",https://www.daesangholdings.com,서울특별시,대상홀딩스
대성미생물,36480,036480.KQ,KOSDAQ,의약품 제조업,"동물용 의약품, 미생물제재",2000-04-04,12월,"이동규, 이훈구 (각자대표)",http://www.dsmbio.com,경기도,대성미생물
